ENCFF603OCV.bed.gz,YY1  
ENCFF791FTT.bed.gz,H3K4me3  
ENCFF720DVS.bed.gz,YY1  
ENCFF836ILN.bed.gz,H3K9me3  
ENCFF691FSE.bed.gz,H3K27ac  
ENCFF865VAE.bed.gz,H3K4me3  
ENCFF951UQG.bed.gz,H3K4me3  
ENCFF214WZG.bed.gz,H3K36me3  
ENCFF822XLL.bed.gz,H3K27ac  
ENCFF001WYN.bed.gz,H3K4me3  
ENCFF278KVO.bed.gz,POLR2A  
ENCFF303GCU.bed.gz,H3K36me3  
ENCFF882BMD.bed.gz,H3K9ac  
ENCFF481CBJ.bed.gz,POLR2A  
ENCFF001VCN.bed.gz,H3K4me1  
ENCFF139PDL.bed.gz,H3K4me1  
ENCFF444GOV.bed.gz,H3K27me3  
ENCFF766EIY.bed.gz,H3K9me3  
ENCFF697KBZ.bed.gz,H3K4me3  
ENCFF147BHB.bed.gz,H3K27ac  
ENCFF001VDD.bed.gz,H3K4me1  
ENCFF372PGO.bed.gz,H3K27ac  
ENCFF736WLE.bed.gz,H2AFZ  
ENCFF582IYE.bed.gz,H3K4me3  
ENCFF116PPS.bed.gz,H3K27ac  
ENCFF721NEP.bed.gz,H3K36me3  
ENCFF817FSS.bed.gz,H3K27me3  
ENCFF642EQC.bed.gz,H4K20me1  
ENCFF205DAM.bed.gz,H3K4me1  
ENCFF002CJB.bed.gz,REST  
ENCFF675BQE.bed.gz,POLR2A  
ENCFF579STE.bed.gz,H2AFZ  
ENCFF501DAS.bed.gz,H3K4me3  
ENCFF124YWT.bed.gz,H3K9me3  
ENCFF959OKI.bed.gz,H3K9me3  
ENCFF908RNJ.bed.gz,H3K9ac  
ENCFF001WXA.bed.gz,H3K4me3  
ENCFF776DBC.bed.gz,H3K36me3  
ENCFF001WWV.bed.gz,H3K4me3  
ENCFF330QOM.bed.gz,H2AFZ  
ENCFF205WKL.bed.gz,H2AFZ  
ENCFF755ZCF.bed.gz,POLR2A  
ENCFF390JML.bed.gz,H3K9ac  
ENCFF001WZK.bed.gz,H3K27me3  
ENCFF389IUW.bed.gz,H3K27ac  
ENCFF090YXC.bed.gz,H3K27ac  
ENCFF721EYV.bed.gz,H3K79me2  
ENCFF083EJO.bed.gz,H3K27ac  
ENCFF001WYJ.bed.gz,H3K4me3  
ENCFF968AXS.bed.gz,H3K27me3  
ENCFF422AIZ.bed.gz,H3K27ac  
ENCFF736XVK.bed.gz,H4K20me1  
ENCFF650FDP.bed.gz,REST  
ENCFF594DFJ.bed.gz,H3K79me2  
ENCFF936ZYC.bed.gz,H4K20me1  
ENCFF181VXY.bed.gz,H3K4me3  
ENCFF001TIE.bed.gz,POLR2A  
ENCFF001XAQ.bed.gz,H3K36me3  
ENCFF001TBW.bed.gz,H3K9me3  
ENCFF002CPV.bed.gz,YY1  
ENCFF008AIJ.bed.gz,YY1  
ENCFF320KVS.bed.gz,H3K27ac  
ENCFF001UOA.bed.gz,REST  
ENCFF483KOI.bed.gz,H3K36me3  
ENCFF300BRN.bed.gz,EP300  
ENCFF094HRG.bed.gz,H2AFZ  
ENCFF002CJE.bed.gz,POLR2A  
ENCFF047VYO.bed.gz,H3K27ac  
ENCFF001WVS.bed.gz,H3K4me3  
ENCFF149ZQS.bed.gz,H3K9me3  
ENCFF010PWZ.bed.gz,H3K4me3  
ENCFF058OIV.bed.gz,H3K4me1  
ENCFF726VQV.bed.gz,H3K79me2  
ENCFF524ELE.bed.gz,H3K9me3  
ENCFF116VHQ.bed.gz,H3K9me3  
ENCFF396JMQ.bed.gz,H3K4me1  
ENCFF378QPK.bed.gz,H3K4me1  
ENCFF177LVE.bed.gz,H3K4me1  
ENCFF346PST.bed.gz,POLR2AphosphoS5  
ENCFF148BJW.bed.gz,POLR2AphosphoS5  
ENCFF866QCE.bed.gz,H3K27ac  
ENCFF765YYZ.bed.gz,H3K36me3  
ENCFF227QDJ.bed.gz,H3K4me3  
ENCFF350GQM.bed.gz,H3K79me2  
ENCFF726QRM.bed.gz,H3K36me3  
ENCFF289QBG.bed.gz,H3K79me2  
ENCFF372CYY.bed.gz,H3K9me3  
ENCFF543QDS.bed.gz,POLR2AphosphoS5  
ENCFF946DNI.bed.gz,H3K9ac  
ENCFF450AEF.bed.gz,POLR2AphosphoS5  
ENCFF884TKH.bed.gz,YY1  
ENCFF060MGS.bed.gz,H3K27ac  
ENCFF129EHI.bed.gz,H3K27ac  
ENCFF001XAL.bed.gz,H3K36me3  
ENCFF931PHJ.bed.gz,H3K36me3  
ENCFF035CCB.bed.gz,H3K27ac  
ENCFF227XWY.bed.gz,H3K4me1  
ENCFF614IMK.bed.gz,EP300  
ENCFF951IZK.bed.gz,H3K36me3  
ENCFF001SVE.bed.gz,H3K9ac  
ENCFF376QIY.bed.gz,H3K4me2  
ENCFF001TBP.bed.gz,H3K4me3  
ENCFF636YMO.bed.gz,H3K36me3  
ENCFF001VDI.bed.gz,H3K4me1  
ENCFF764BXR.bed.gz,H3K4me1  
ENCFF610ERA.bed.gz,H3K9ac  
ENCFF001WYE.bed.gz,H3K27me3  
ENCFF001XGZ.bed.gz,H3K4me3  
ENCFF792BHA.bed.gz,REST  
ENCFF103XFO.bed.gz,H3K4me1  
ENCFF629RGG.bed.gz,H3K4me3  
ENCFF313YXM.bed.gz,YY1  
ENCFF959RIE.bed.gz,H3K36me3  
ENCFF875SAQ.bed.gz,H3K27me3  
ENCFF001WZN.bed.gz,H3K27me3  
ENCFF336RAY.bed.gz,H3K4me1  
ENCFF357HZM.bed.gz,H3K79me2  
ENCFF899PIG.bed.gz,H3K27ac  
ENCFF161GSW.bed.gz,POLR2A  
ENCFF544WDT.bed.gz,H3K4me3  
ENCFF310CII.bed.gz,H3K27ac  
ENCFF765TBF.bed.gz,H3K4me1  
ENCFF536HBM.bed.gz,H3K4me3  
ENCFF979PQX.bed.gz,H3K36me3  
ENCFF139YTH.bed.gz,H3K27me3  
ENCFF453HPD.bed.gz,REST  
ENCFF001UKN.bed.gz,REST  
ENCFF349ISL.bed.gz,H3K4me3  
ENCFF161PUF.bed.gz,POLR2AphosphoS5  
ENCFF603SNP.bed.gz,REST  
ENCFF187KWD.bed.gz,H3K27ac  
ENCFF001SUI.bed.gz,H3K27me3  
ENCFF902AYA.bed.gz,H3K4me1  
ENCFF002CJD.bed.gz,POLR2AphosphoS5  
ENCFF001WUY.bed.gz,H3K27ac  
ENCFF250OOO.bed.gz,H3K4me3  
ENCFF041VYW.bed.gz,H3K4me3  
ENCFF343BZT.bed.gz,H3K9me3  
ENCFF333LQF.bed.gz,H3K36me3  
ENCFF001UHG.bed.gz,RAD21  
ENCFF434TLG.bed.gz,YY1  
ENCFF001SUF.bed.gz,H3K4me3  
ENCFF001SXX.bed.gz,H3K27me3  
ENCFF190KND.bed.gz,H3K27me3  
ENCFF664XFO.bed.gz,H3K4me3  
ENCFF248MNL.bed.gz,H3K27ac  
ENCFF067SOD.bed.gz,H3K4me1  
ENCFF001XJF.bed.gz,H3K4me3  
ENCFF829OKO.bed.gz,H3K4me2  
ENCFF290YDV.bed.gz,H3K9ac  
ENCFF756HRE.bed.gz,RAD21  
ENCFF991VQQ.bed.gz,H3K4me3  
ENCFF743TLC.bed.gz,H3K4me3  
ENCFF765PON.bed.gz,EP300  
ENCFF697EFZ.bed.gz,YY1  
ENCFF632WHJ.bed.gz,EP300  
ENCFF480PWA.bed.gz,H3K36me3  
ENCFF184IVL.bed.gz,H3K9ac  
ENCFF001UPR.bed.gz,REST  
ENCFF559WCJ.bed.gz,H3K79me2  
ENCFF884AZN.bed.gz,H3K36me3  
ENCFF983FNO.bed.gz,H3K27me3  
ENCFF431YIS.bed.gz,H3K4me3  
ENCFF613ZJM.bed.gz,H3K9me3  
ENCFF237CJN.bed.gz,H3K79me2  
ENCFF576UZR.bed.gz,H3K27me3  
ENCFF001SXR.bed.gz,H4K20me1  
ENCFF667URP.bed.gz,YY1  
ENCFF002CGN.bed.gz,POLR2A  
ENCFF030AIX.bed.gz,H3K27ac  
ENCFF001XEN.bed.gz,H3K36me3  
ENCFF674BKS.bed.gz,H3K4me1  
ENCFF461XLU.bed.gz,H3K4me1  
ENCFF964IXJ.bed.gz,H3K27ac  
ENCFF001XIE.bed.gz,H3K4me3  
ENCFF772FZN.bed.gz,H3K36me3  
ENCFF597JRR.bed.gz,EP300  
ENCFF701ENX.bed.gz,H3K27ac  
ENCFF681OSA.bed.gz,H2AFZ  
ENCFF693SDY.bed.gz,H4K20me1  
ENCFF002CHI.bed.gz,EP300  
ENCFF993TLL.bed.gz,H3K4me1  
ENCFF498CMP.bed.gz,H3K36me3  
ENCFF001XBT.bed.gz,H3K4me3  
ENCFF699SBV.bed.gz,H3K27me3  
ENCFF376HAO.bed.gz,H3K4me1  
ENCFF282LNM.bed.gz,H3K4me3  
ENCFF750SIX.bed.gz,H3K4me3  
ENCFF046PQP.bed.gz,H3K4me3  
ENCFF253GSG.bed.gz,H3K27me3  
ENCFF437DJM.bed.gz,H3K79me2  
ENCFF143WOC.bed.gz,H3K4me2  
ENCFF435WMZ.bed.gz,H3K4me3  
ENCFF242ALE.bed.gz,H3K27ac  
ENCFF873UEW.bed.gz,H3K27me3  
ENCFF940IVU.bed.gz,H4K20me1  
ENCFF260WMM.bed.gz,H3K9me3  
ENCFF402FNX.bed.gz,POLR2AphosphoS5  
ENCFF915SJB.bed.gz,H2AFZ  
ENCFF057XIB.bed.gz,H3K4me2  
ENCFF793VEM.bed.gz,H4K20me1  
ENCFF878YHX.bed.gz,H3K9me3  
ENCFF892GQA.bed.gz,H3K9me3  
ENCFF765AVR.bed.gz,RAD21  
ENCFF621VOZ.bed.gz,H3K9me3  
ENCFF304WSW.bed.gz,H3K9ac  
ENCFF080SBQ.bed.gz,H3K36me3  
ENCFF913NQR.bed.gz,H3K9ac  
ENCFF917PXT.bed.gz,EP300  
ENCFF329DPI.bed.gz,H3K27ac  
ENCFF119MOA.bed.gz,H3K27ac  
ENCFF315WUZ.bed.gz,H3K4me1  
ENCFF559CRZ.bed.gz,H3K9ac  
ENCFF726NTJ.bed.gz,H3K4me3  
ENCFF092CDK.bed.gz,H3K9me3  
ENCFF765IPM.bed.gz,POLR2A  
ENCFF601RPE.bed.gz,H3K4me1  
ENCFF667VSW.bed.gz,H3K4me3  
ENCFF844KZH.bed.gz,POLR2AphosphoS5  
ENCFF427PNP.bed.gz,REST  
ENCFF070CZY.bed.gz,H3K4me1  
ENCFF371SGJ.bed.gz,H3K4me3  
ENCFF815MUT.bed.gz,H3K4me3  
ENCFF957BXW.bed.gz,H3K4me3  
ENCFF001TAP.bed.gz,H3K27me3  
ENCFF310ZLH.bed.gz,H3K4me1  
ENCFF540LJN.bed.gz,H3K36me3  
ENCFF767SWF.bed.gz,H3K4me1  
ENCFF029QOJ.bed.gz,H3K4me3  
ENCFF889QWA.bed.gz,H3K27ac  
ENCFF001XDQ.bed.gz,H3K27me3  
ENCFF999FNX.bed.gz,H3K79me2  
ENCFF452LEG.bed.gz,H3K79me2  
ENCFF209JKP.bed.gz,H3K4me2  
ENCFF879LGB.bed.gz,H3K36me3  
ENCFF041GOT.bed.gz,H2AFZ  
ENCFF126QYP.bed.gz,H3K27me3  
ENCFF001WXY.bed.gz,H3K4me3  
ENCFF808IVF.bed.gz,H3K36me3  
ENCFF001SWL.bed.gz,H3K27me3  
ENCFF001WWC.bed.gz,H3K27me3  
ENCFF001TBM.bed.gz,H3K27me3  
ENCFF001VDB.bed.gz,H3K4me3  
ENCFF001XJH.bed.gz,H3K27me3  
ENCFF461NRF.bed.gz,H3K4me3  
ENCFF534WRD.bed.gz,H3K36me3  
ENCFF766QJV.bed.gz,H3K4me1  
ENCFF506AKR.bed.gz,H3K27ac  
ENCFF001SZG.bed.gz,H3K36me3  
ENCFF995XPF.bed.gz,H3K4me1  
ENCFF093JQX.bed.gz,H3K79me2  
ENCFF073PBK.bed.gz,H3K36me3  
ENCFF002ENB.bed.gz,H3K4me2  
ENCFF940KDU.bed.gz,H3K4me3  
ENCFF961RIU.bed.gz,H3K9me3  
ENCFF412ZWV.bed.gz,H3K27me3  
ENCFF772GTQ.bed.gz,H3K4me3  
ENCFF986RLS.bed.gz,H3K36me3  
ENCFF950LOX.bed.gz,RAD21  
ENCFF001TCD.bed.gz,H3K79me2  
ENCFF614OUW.bed.gz,H4K20me1  
ENCFF581DTH.bed.gz,EP300  
ENCFF459QKR.bed.gz,POLR2A  
ENCFF899GZM.bed.gz,H3K4me1  
ENCFF667PZY.bed.gz,POLR2A  
ENCFF200VDU.bed.gz,H2AFZ  
ENCFF001UNJ.bed.gz,EP300  
ENCFF266CHN.bed.gz,H3K27ac  
ENCFF001TBB.bed.gz,H3K36me3  
ENCFF001XGY.bed.gz,H3K4me3  
ENCFF997GPQ.bed.gz,H2AFZ  
ENCFF756DZN.bed.gz,H3K4me3  
ENCFF825NBZ.bed.gz,H3K27ac  
ENCFF141SAQ.bed.gz,H3K36me3  
ENCFF954VVJ.bed.gz,H3K4me1  
ENCFF001TBF.bed.gz,H4K20me1  
ENCFF001XEO.bed.gz,H3K36me3  
ENCFF001XGQ.bed.gz,H3K36me3  
ENCFF076BIM.bed.gz,H3K4me3  
ENCFF662NDY.bed.gz,H3K27ac  
ENCFF001TCW.bed.gz,H3K27me3  
ENCFF001WZC.bed.gz,H3K4me3  
ENCFF155VBD.bed.gz,H3K4me1  
ENCFF828DIH.bed.gz,H3K27ac  
ENCFF100QOV.bed.gz,H3K27ac  
ENCFF001XDE.bed.gz,H3K4me3  
ENCFF001XHV.bed.gz,H3K36me3  
ENCFF649QTW.bed.gz,H2AFZ  
ENCFF663JIN.bed.gz,H3K27ac  
ENCFF626EZM.bed.gz,H3K27ac  
ENCFF001TCL.bed.gz,H3K9me3  
ENCFF416ZYS.bed.gz,POLR2A  
ENCFF185YLC.bed.gz,H3K4me3  
ENCFF732WNG.bed.gz,H3K9me3  
ENCFF719IGT.bed.gz,REST  
ENCFF668USP.bed.gz,H3K9me3  
ENCFF034ALK.bed.gz,REST  
ENCFF430AWA.bed.gz,POLR2A  
ENCFF207KQM.bed.gz,POLR2A  
ENCFF757LBX.bed.gz,H3K9me3  
ENCFF001XFO.bed.gz,H3K4me3  
ENCFF165JKA.bed.gz,H3K27ac  
ENCFF567WYM.bed.gz,RAD21  
ENCFF375ZKU.bed.gz,H3K27ac  
ENCFF406QTB.bed.gz,H3K4me3  
ENCFF807TUA.bed.gz,H3K4me3  
ENCFF747MCE.bed.gz,H3K4me1  
ENCFF001STT.bed.gz,H3K4me3  
ENCFF387UQY.bed.gz,H3K27ac  
ENCFF291YBE.bed.gz,H3K9me3  
ENCFF589YEI.bed.gz,H2AFZ  
ENCFF118MCM.bed.gz,H3K4me3  
ENCFF248HRW.bed.gz,H3K9me3  
ENCFF806NLH.bed.gz,POLR2A  
ENCFF371JLL.bed.gz,REST  
ENCFF816AHV.bed.gz,H3K27ac  
ENCFF328KTT.bed.gz,H3K4me2  
ENCFF194IMA.bed.gz,H3K27ac  
ENCFF221MSA.bed.gz,H3K27me3  
ENCFF112ABQ.bed.gz,H3K27me3  
ENCFF303PEA.bed.gz,H3K79me2  
ENCFF001XAV.bed.gz,H3K4me3  
ENCFF139CKE.bed.gz,H4K20me1  
ENCFF947FYY.bed.gz,H3K4me3  
ENCFF902IWJ.bed.gz,H3K9me3  
ENCFF718FXV.bed.gz,H3K4me1  
ENCFF194ZVX.bed.gz,H3K27me3  
ENCFF452THK.bed.gz,H2AFZ  
ENCFF618FBU.bed.gz,POLR2AphosphoS5  
ENCFF389XPF.bed.gz,EP300  
ENCFF001WWG.bed.gz,H3K36me3  
ENCFF514CIA.bed.gz,H3K4me2  
ENCFF514FIR.bed.gz,POLR2A  
ENCFF731IOL.bed.gz,H3K4me2  
ENCFF799TEQ.bed.gz,POLR2A  
ENCFF065FJK.bed.gz,H3K9me3  
ENCFF504GWC.bed.gz,POLR2A  
ENCFF032RDG.bed.gz,H3K27ac  
ENCFF758RCJ.bed.gz,H4K20me1  
ENCFF454WAL.bed.gz,H3K27me3  
ENCFF564HJJ.bed.gz,H3K4me3  
ENCFF581GQH.bed.gz,H3K9me3  
ENCFF002CSY.bed.gz,POLR2A  
ENCFF267IVT.bed.gz,H4K20me1  
ENCFF482AIR.bed.gz,H2AFZ  
ENCFF260GIF.bed.gz,H3K4me2  
ENCFF335UAO.bed.gz,POLR2AphosphoS5  
ENCFF704KXZ.bed.gz,H4K20me1  
ENCFF001XJL.bed.gz,H3K36me3  
ENCFF468FML.bed.gz,H3K27ac  
ENCFF001XBY.bed.gz,H3K4me3  
ENCFF498VUZ.bed.gz,H3K4me3  
ENCFF223LYF.bed.gz,POLR2A  
ENCFF001SXI.bed.gz,H3K27ac  
ENCFF523KGZ.bed.gz,H3K27me3  
ENCFF052MLC.bed.gz,EP300  
ENCFF812UKC.bed.gz,H3K27ac  
ENCFF178AWU.bed.gz,H3K27me3  
ENCFF419NFU.bed.gz,H3K4me2  
ENCFF494ASP.bed.gz,H3K27me3  
ENCFF159PST.bed.gz,H3K27me3  
ENCFF533PPU.bed.gz,H3K4me1  
ENCFF130QMM.bed.gz,H3K4me1  
ENCFF154HTP.bed.gz,H2AFZ  
ENCFF353HXQ.bed.gz,H3K4me1  
ENCFF001XEP.bed.gz,H3K4me3  
ENCFF797UDY.bed.gz,POLR2A  
ENCFF876EHZ.bed.gz,REST  
ENCFF874HRJ.bed.gz,POLR2A  
ENCFF001UQV.bed.gz,RAD21  
ENCFF190MWS.bed.gz,RAD21  
ENCFF040WYE.bed.gz,H3K36me3  
ENCFF001XDU.bed.gz,H3K4me3  
ENCFF445DTJ.bed.gz,H3K4me3  
ENCFF413CVJ.bed.gz,H3K4me3  
ENCFF001TDB.bed.gz,H2AFZ  
ENCFF197JWK.bed.gz,H3K79me2  
ENCFF030QNN.bed.gz,H2AFZ  
ENCFF258UAH.bed.gz,H4K20me1  
ENCFF439EWI.bed.gz,H3K36me3  
ENCFF166QLV.bed.gz,H3K27me3  
ENCFF752EQA.bed.gz,H3K4me3  
ENCFF171OVW.bed.gz,H3K9me3  
ENCFF911QER.bed.gz,H3K79me2  
ENCFF654PZW.bed.gz,H3K4me1  
ENCFF001WXM.bed.gz,H3K4me3  
ENCFF992LSQ.bed.gz,POLR2A  
ENCFF001SWW.bed.gz,H3K27ac  
ENCFF753IHO.bed.gz,H3K27me3  
ENCFF001SXK.bed.gz,H3K36me3  
ENCFF221GJG.bed.gz,H3K4me3  
ENCFF844MTK.bed.gz,H3K4me3  
ENCFF081JNO.bed.gz,YY1  
ENCFF559YEW.bed.gz,H3K9me3  
ENCFF285MTN.bed.gz,H3K4me3  
ENCFF723DUB.bed.gz,H3K9me3  
ENCFF001XDP.bed.gz,H3K27me3  
ENCFF992YLT.bed.gz,H3K4me1  
ENCFF795KZV.bed.gz,H3K27me3  
ENCFF592VZI.bed.gz,H3K4me1  
ENCFF043RJB.bed.gz,H3K9me3  
ENCFF456ASP.bed.gz,H4K20me1  
ENCFF157UNC.bed.gz,H3K4me3  
ENCFF027QXB.bed.gz,H2AFZ  
ENCFF532QZH.bed.gz,H3K27me3  
ENCFF002CIG.bed.gz,POLR2AphosphoS5  
ENCFF001STY.bed.gz,H3K36me3  
ENCFF387KUH.bed.gz,H3K4me3  
ENCFF698BLK.bed.gz,H3K27ac  
ENCFF001THT.bed.gz,POLR2A  
ENCFF001TBC.bed.gz,H3K4me1  
ENCFF345ZHZ.bed.gz,H3K79me2  
ENCFF416XTF.bed.gz,H3K27ac  
ENCFF998HPC.bed.gz,H3K4me3  
ENCFF270TPE.bed.gz,H3K36me3  
ENCFF632AEM.bed.gz,REST  
ENCFF009GZV.bed.gz,H3K27ac  
ENCFF480FHG.bed.gz,EP300  
ENCFF831XFS.bed.gz,H3K4me3  
ENCFF762CCU.bed.gz,H3K27ac  
ENCFF392RXW.bed.gz,H3K27ac  
ENCFF259HOW.bed.gz,H3K4me1  
ENCFF881SLE.bed.gz,H3K36me3  
ENCFF241KWE.bed.gz,H3K4me1  
ENCFF005BSX.bed.gz,H3K4me1  
ENCFF474UII.bed.gz,H3K4me1  
ENCFF963YLU.bed.gz,H3K4me1  
ENCFF711NAW.bed.gz,H3K4me3  
ENCFF809ECY.bed.gz,REST  
ENCFF001UIA.bed.gz,YY1  
ENCFF372NOF.bed.gz,H3K36me3  
ENCFF001TSZ.bed.gz,REST  
ENCFF906TPA.bed.gz,REST  
ENCFF704WAK.bed.gz,H3K79me2  
ENCFF832AGY.bed.gz,H2AFZ  
ENCFF544FCW.bed.gz,H4K20me1  
ENCFF047ZYR.bed.gz,H3K27me3  
ENCFF005NYG.bed.gz,H3K36me3  
ENCFF389HFJ.bed.gz,H3K36me3  
ENCFF930MEB.bed.gz,H3K27me3  
ENCFF983AVN.bed.gz,POLR2AphosphoS5  
ENCFF702SIG.bed.gz,POLR2A  
ENCFF108YKY.bed.gz,H3K4me3  
ENCFF385EOP.bed.gz,H3K36me3  
ENCFF369NOE.bed.gz,H3K36me3  
ENCFF497HFG.bed.gz,H3K4me1  
ENCFF053KAE.bed.gz,H3K4me2  
ENCFF566XKZ.bed.gz,H4K20me1  
ENCFF177TPK.bed.gz,H3K4me3  
ENCFF636RWW.bed.gz,H3K36me3  
ENCFF001XEM.bed.gz,H3K36me3  
ENCFF754ECD.bed.gz,H3K4me3  
ENCFF859HBM.bed.gz,H3K36me3  
ENCFF123ANY.bed.gz,H3K4me3  
ENCFF743RMH.bed.gz,H3K9ac  
ENCFF839BGZ.bed.gz,H3K4me3  
ENCFF001XJG.bed.gz,H3K4me3  
ENCFF666AKT.bed.gz,H4K20me1  
ENCFF465WTH.bed.gz,H3K27ac  
ENCFF022OCW.bed.gz,H3K9me3  
ENCFF736CSA.bed.gz,H3K9me3  
ENCFF484UIX.bed.gz,POLR2AphosphoS5  
ENCFF949AYW.bed.gz,H3K79me2  
ENCFF394RPT.bed.gz,POLR2AphosphoS5  
ENCFF991SFM.bed.gz,H3K4me1  
ENCFF001XBE.bed.gz,H3K4me3  
ENCFF959LDM.bed.gz,H3K79me2  
ENCFF001UHD.bed.gz,POLR2AphosphoS5  
ENCFF014CWM.bed.gz,H3K4me3  
ENCFF116SQN.bed.gz,H3K27me3  
ENCFF078MQF.bed.gz,H3K79me2  
ENCFF208IPB.bed.gz,H3K27ac  
ENCFF331NBS.bed.gz,H3K36me3  
ENCFF001XJB.bed.gz,H3K4me3  
ENCFF892IYP.bed.gz,H2AFZ  
ENCFF240DVG.bed.gz,H3K9me3  
ENCFF724OZS.bed.gz,H3K27ac  
ENCFF582BCS.bed.gz,H3K4me3  
ENCFF442BUE.bed.gz,H3K27ac  
ENCFF609GAD.bed.gz,H3K9ac  
ENCFF001SWC.bed.gz,H3K9ac  
ENCFF001XBV.bed.gz,H3K4me3  
ENCFF947FUE.bed.gz,H3K36me3  
ENCFF409SMN.bed.gz,H3K27me3  
ENCFF001TCO.bed.gz,H3K36me3  
ENCFF001SUA.bed.gz,H4K20me1  
ENCFF297ZIE.bed.gz,POLR2A  
ENCFF551PHF.bed.gz,H3K27ac  
ENCFF594WWB.bed.gz,POLR2AphosphoS5  
ENCFF229TVR.bed.gz,H3K4me3  
ENCFF743AYH.bed.gz,H3K9me3  
ENCFF376VGZ.bed.gz,H3K9me3  
ENCFF395QWC.bed.gz,H3K27me3  
ENCFF338FAD.bed.gz,POLR2A  
ENCFF508CKQ.bed.gz,H3K9me3  
ENCFF002TWJ.bed.gz,H3K4me1  
ENCFF782HLX.bed.gz,H2AFZ  
ENCFF714UXW.bed.gz,H3K27me3  
ENCFF001WXJ.bed.gz,H3K36me3  
ENCFF100RHK.bed.gz,H3K4me3  
ENCFF002CLM.bed.gz,POLR2A  
ENCFF509GGD.bed.gz,H3K4me3  
ENCFF701OSU.bed.gz,YY1  
ENCFF522IAL.bed.gz,H3K4me1  
ENCFF195SIN.bed.gz,H2AFZ  
ENCFF486OLB.bed.gz,H3K36me3  
ENCFF346SYM.bed.gz,H3K36me3  
ENCFF088DLW.bed.gz,H3K4me1  
ENCFF911TTD.bed.gz,POLR2A  
ENCFF151HKM.bed.gz,H3K27me3  
ENCFF974XKH.bed.gz,RAD21  
ENCFF001XJM.bed.gz,H3K36me3  
ENCFF723WDR.bed.gz,H3K9ac  
ENCFF472NOS.bed.gz,H3K36me3  
ENCFF828QDE.bed.gz,H3K27me3  
ENCFF002CZC.bed.gz,POLR2A  
ENCFF001WWB.bed.gz,H3K27me3  
ENCFF562ZXJ.bed.gz,REST  
ENCFF482OKC.bed.gz,H3K79me2  
ENCFF707WWV.bed.gz,H3K9me3  
ENCFF453WXV.bed.gz,H3K27ac  
ENCFF001SZJ.bed.gz,H3K4me3  
ENCFF105OFF.bed.gz,H3K4me2  
ENCFF701GND.bed.gz,H3K4me1  
ENCFF137HQK.bed.gz,H3K27ac  
ENCFF821DBG.bed.gz,POLR2AphosphoS5  
ENCFF589SBK.bed.gz,H3K36me3  
ENCFF728DBX.bed.gz,H3K27me3  
ENCFF894PUS.bed.gz,H3K36me3  
ENCFF460NGP.bed.gz,H2AFZ  
ENCFF001XBF.bed.gz,H3K4me3  
ENCFF981IPY.bed.gz,EP300  
ENCFF846ZOB.bed.gz,H3K4me1  
ENCFF939PLY.bed.gz,H3K27me3  
ENCFF664MIN.bed.gz,H3K4me1  
ENCFF001XAN.bed.gz,H3K36me3  
ENCFF865TWF.bed.gz,H3K4me2  
ENCFF515UKM.bed.gz,H3K27me3  
ENCFF306OJC.bed.gz,H3K27me3  
ENCFF629NJS.bed.gz,H3K79me2  
ENCFF239HLF.bed.gz,H3K9me3  
ENCFF654DFC.bed.gz,RAD21  
ENCFF001WXW.bed.gz,H3K4me3  
ENCFF001UNK.bed.gz,EP300  
ENCFF241KRI.bed.gz,RAD21  
ENCFF384TXN.bed.gz,H3K4me3  
ENCFF001UHC.bed.gz,POLR2AphosphoS5  
ENCFF026KXT.bed.gz,H3K36me3  
ENCFF017EFI.bed.gz,H3K27ac  
ENCFF562AVJ.bed.gz,H3K27me3  
ENCFF859RME.bed.gz,EP300  
ENCFF758NJJ.bed.gz,H3K9me3  
ENCFF199ISQ.bed.gz,H3K9ac  
ENCFF001TBS.bed.gz,H4K20me1  
ENCFF364YCD.bed.gz,POLR2A  
ENCFF615HMF.bed.gz,H3K4me1  
ENCFF265VVL.bed.gz,H3K36me3  
ENCFF236CLN.bed.gz,POLR2A  
ENCFF991NFA.bed.gz,H3K36me3  
ENCFF825NYO.bed.gz,H3K79me2  
ENCFF501EUA.bed.gz,H3K9me3  
ENCFF863WRB.bed.gz,H3K27ac  
ENCFF544EJC.bed.gz,H3K27me3  
ENCFF411YHY.bed.gz,EP300  
ENCFF266NZO.bed.gz,H3K36me3  
ENCFF001UOX.bed.gz,POLR2AphosphoS5  
ENCFF879FVC.bed.gz,H3K27ac  
ENCFF344VDE.bed.gz,H3K4me3  
ENCFF110SWT.bed.gz,H3K27ac  
ENCFF196UWE.bed.gz,H3K36me3  
ENCFF001SUM.bed.gz,H3K4me3  
ENCFF185ULV.bed.gz,H3K9me3  
ENCFF906MJM.bed.gz,H3K36me3  
ENCFF612BZJ.bed.gz,POLR2A  
ENCFF485JZY.bed.gz,H3K9me3  
ENCFF292VZA.bed.gz,H3K36me3  
ENCFF001UHF.bed.gz,POLR2A  
ENCFF027FJC.bed.gz,H3K4me3  
ENCFF154ZVX.bed.gz,H3K36me3  
ENCFF444VGY.bed.gz,POLR2AphosphoS5  
ENCFF002CNP.bed.gz,EP300  
ENCFF042TQB.bed.gz,H3K4me3  
ENCFF495GWW.bed.gz,POLR2A  
ENCFF823BWT.bed.gz,POLR2A  
ENCFF108ZTV.bed.gz,RAD21  
